Tagline,Rate,Rating,Level,Number_of_jobs,Category,Skills
Expert Wordpress and magento Developer,$16,0,1,0,IT & Programming,"WordPress, WordPress e-Commerce, Search Engine Optimization (SEO), Magento, PSD to Wordpress, Wordpress Plugin, CSS3, HTML5, PSD to HTML, PHP5"
,,0,1,0,Writing & Translation,"Adobe Photoshop, Content Writing, Creative Writing, Online Writing, English, Report Writing, Technical Writing, Editing, Microsoft Word, Photography"
'Expert Web and Android Developer',$11,0,1,0,IT & Programming,"PHP, HTML, XHTML, HTML5, PSD to HTML, MySQL Programming, MySQL Administration, Java, Javascript, XML"
,$7,0,1,0,Writing & Translation,good worker
amazon,$11,0,1,0,Writing & Translation,"Amazon Appstore, Academic Writing, Article Writing, Blog Writing, English, English Grammar, English Proofreading, English Spelling, eBooks, Amazon Webstore"
Web and Mobile Apps Development Company,$8,48,1,0,IT & Programming,"HTML5, Search Engine Optimization (SEO), CSS, PHP, WordPress, Jquerry"
Professional Web Developer,$10,60,4,1,IT & Programming,"PHP5, Laravel Framework, CSS3, WordPress, Magento, eCommerce Consulting, Web Design, HTML, HTML5, Search Engine Optimization (SEO)"
Intermediate Architect,$5,0,1,0,Engineering & Manufacturing,"AutoCAD, google sketchup, Microsoft Word, Microsoft Excel, 3ds Max, ArchiCAD, ArcGIS, Architecture, Autodesk, Climate Sciences"
Graphic Designing and Branding,$27,0,1,0,Design & Multimedia,"Brand Consulting, Graphic Design, Web Design, Photo Editing, Adobe Freehand, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Premiere, Banner Ads"
"'Expert Logo Designer,'Graphic Designer'",$10,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, Adobe CS5, CorelDraw, Digital Photography, Electronic Workbench, Engineering drawing, GIMP, Graphic Design, Packaging Design"
"Logo Designer, Graphic Designer",$27,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, CorelDraw, Adobe Indesign"
.netMVC codeigniter laravel jquery agularjs dev.,$22,0,1,0,IT & Programming,"PHP5, PHP, Javascript, Application Programming, AJAX, Adobe Dreamweaver, Business Analysis, Computer Skills, Microsoft Word, Microsoft Excel"
,,0,1,0,Design & Multimedia,"Computer Skills, Circuit Design, HTML, GRAPHICS DESIGN, WEBSITE TEMPLATE DESIGN, C &amp; C++, DREAMWEAVER, ILLUSTRATOR, ADOBE PREMIERE, CIRCUIT DESIGN"
"java programmer, C# programmer, C programming",$11,0,1,0,IT & Programming,"Online Writing, Creative Writing, Computer Skills, Java, Adobe Photoshop, Adobe Dreamweaver, C#, java programmer, content writing, android programmer"
"Excel, web searching, article writing,",$11,0,1,0,Admin Support,"Work in an excel spreadsheet, Data Mining, Data Warehousing, web searching"
Web Developer,$11,0,1,0,IT & Programming,".NET Framework, .NET for Web, ADO.NET, ASP.NET, C, C#, C++, CSS, CSS3, HTML"
,$22,0,1,0,IT & Programming,"Hadoop Cascading, ElasticSearch, Grails, AJAX, Apache Administration, Apache Tomcat, Big Data, Cloudera, Content Management System, Database"
Data entry,$4,0,1,0,Admin Support,"Email, Computer Skills, English, General Office Skills, Helpdesk, Customer Service, Typing expert, Computer expert, Internet Surfing, Data entry Expert"
,,0,1,0,IT & Programming,"HTML, Javascript, CSS, jQuery, Web Design"
expert visuals,$55,0,1,0,Design & Multimedia,"Adobe After Effects, Adobe Photoshop, Adobe Premiere, 3ds Max, Adobe Freehand, visual effects, colorgrading, desings, tracking, rotoscoping"
,$14,0,1,0,Admin Support,"Desktop Support, IT admin support, network support"
IT Business Analyst - E-commerce / Finance domain,$20,0,1,0,IT & Programming,"Requirements analysis, Requirement Management, Business Analysis, Business Process Modeling, Business Process Reengineering, Change Management, Database design, Usability testing, Data Analytics, Microsoft Visio"
"MCP, Microsoft Specialist",$33,60,4,2,IT & Programming,"Desktop Support, Microsoft Certified Information Technology Professional (MCITP), Windows 7 Administration, Windows 8 Administration, Windows XP Administration, Computer Skills, Active Directory, Virtualization, Microsoft Hyper-V Server, Microsoft Hyper V"
,$11,36,1,0,Design & Multimedia,"Microsoft Excel, Microsoft Word, Microsoft PowerPoint"
"Documentation, project management and development",$18,0,1,0,IT & Programming,"PHP, CakePHP, PHP5, Javascript, Facebook Development, AJAX, MySQL Administration, Android, Ruby on Rails, Project Management"
,$13,0,1,0,IT & Programming,"Android, Microsoft Excel, Search Engine Optimization (SEO), Content Writing, Adobe Photoshop, WordPress, CSS, HTML, PHP5, HTML5"
"Scala, PHP, RoR, iOS, Android, Java, .NET",$30,60,12,44,IT & Programming,"PHP5, Ruby on Rails, iPhone App Development, WordPress, Android, Facebook Development, Google Maps API, eCommerce Consulting, PHP, MySQL Administration, PayPal Development, ASP.NET, Joomla!, ActionScript, Facebook Marketing, Ruby, Scala, Play Framework, iOS Development, PHP"
Web Designer,$11,48,1,0,Design & Multimedia,"Adobe Photoshop, CSS, Web Design, Photography, Content Writing, Social Media Marketing, Customer Service, Phone Support, Email"
good at marketing and content writing,$3,0,1,0,Writing & Translation,"marketting, content writing"
"PHP expert, wordpress,codeigniter expert, c# MVC",$14,0,2,0,IT & Programming,"PHP, HTML5, CSS3, WORDPRESS, CODEIGNITER, JQUERY, ASP dot net, MVC, MYSQL, SQLSERVER"
Expert in Data Entry | Microsoft Office | CCNA,$3,0,1,0,IT & Programming,"Adobe Photoshop, Joomla!, Microsoft Excel, Microsoft PowerPoint, ms office, Cisco Certified Network Associate (CCNA), Data Mining, Data scraping, Microsoft FrontPage, Microsoft Word"
Professional Software Developer and Freelancer,$16,0,1,0,IT & Programming,"C#, ASP.NET, Java, Grails, Groovy, jQuery, AJAX, HTML, javacript, mvc"
"Adobe photoshop,illustrator expert ,UI/UX designer",$8,0,1,0,IT & Programming,"PHP5, Adobe Photoshop, Adobe Illustrator, HTML5, CSS, HTML, MySQL Administration"
WordPress-JAVA-iOS-Android Experts,,60,13,326,IT & Programming,"WordPress, PHP, CSS, Search Engine Marketing (SEM), English, PHP5, Adobe Photoshop, iPhone App Development, Java, ASP.NET, css, Web scraping, Spring Framework, Apache Struts, Hibernate, NHibernate, Wicket, Laravel Framework, MySQL Programming, PSD to Wordpress"
"expert css3 coder, graphics designer, logo maker",$22,0,1,0,IT & Programming,"CSS, graphics design, logo design, brochure design, calender designing, html, php, mysql"
"Typing,Data Entry & Articlerewriting",$4,0,1,0,IT & Programming,"Article Rewriting, Data Entry, Typing, XHTML, CSS, English-Nepali translation, Nepali content writing, AWeber, Affiliate Marketing, E-mail marketing"
"Impeccable, Fast and Strikingly Talented Developer",$20,55,3,1,IT & Programming,"PHP5, MySQL Administration, jQuery, HTML5, CSS, XML, WordPress, Adobe Photoshop, Search Engine Optimization (SEO), Javascript"
An offshore worker,$9,0,1,0,IT & Programming,"Facebook Marketing, Wi-Fi, Accounting, Bookkeeping, Public Relations, Search Engine Marketing (SEM), WordPress, Microsoft Excel"
,$11,0,1,0,Admin Support,"Typing, Email"
system/Network/Security/VOIP Administrator,$10,0,1,0,Admin Support,"Asterisk, Linux System Administration, Search Engine Optimization (SEO), vicidial, a2billing, routing, switching, bgp, security"
Basic programmer and administrator.,$11,0,1,0,IT & Programming,"SQL Programming, PHP5, HTML, MySQL Administration, CSS, Python, Linux System Administration, Web Design, General Office Skills, Computer Skills"
Data Entry,$5,0,1,0,Writing & Translation,"I have good speed in typing, I have good knowledge about internet online work., I can do alot of data entry work in less time."
,$11,0,1,0,IT & Programming,"AJAX, Android, Android SDK, Java, MySQL Programming, PHP"
Web Developer from Nepal,$13,0,2,0,IT & Programming,"HTML, CSS, Adobe Photoshop, WordPress, HTML5, PHP, PHP5, jQuery, Javascript, Data Entry"
,$8,48,1,0,Admin Support,"Comptuer Maintenance, Computer Repair, Computer Skills, Data Entry, Google search, Internet Research, PDF Conversion, Research, Typing, Video Upload"
,$22,36,1,0,Design & Multimedia,HTML5 CSS3
,$8,0,1,0,Writing & Translation,assistant accountant
Programmer,$20,0,1,0,IT & Programming,"C#, VB.NET, XML, JSON, jQuery, ASP.NET, ASP.NET MVC, WPF, WCF, Microsoft SQL Server"
,$9,36,1,0,Writing & Translation,"Content Writing, Computer Skills, English, Report Writing, Online Writing, Creative Writing, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, HTML5"
,,0,1,0,Engineering & Manufacturing,"AutoCAD, Civil Engineering, Computer-Aided Design"
,,48,1,0,IT & Programming,"HTML, HTML5, CSS, CSS3, Javascript, jQuery, PHP5, MySQL Programming, Adobe Photoshop CS6, Adobe Fireworks"
,,0,1,0,Writing & Translation,fast typer
Expert in Writing,,0,1,0,Writing & Translation,"Creative Writing, Article Writing, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Photography"
,$4,0,1,0,Admin Support,"Data Entry, Customer Service, Data mining, Assisting, administrative work, document handling, marketing, general accountung and finance, web designing, graphics design"
Call center services and Consultancy,,0,1,0,Admin Support,"Market Research, Internet Marketing, Social Media Marketing, Advertising, Online Writing, Customer Service, Call Center Skills, Email, Call center services, online marketing"
Expert Responsive Web Designer,$5,0,1,0,Design & Multimedia,"Psd to html/css, Jpeg/Png to html/css, Boostrap, Jquery, Javascript, Psd Templates, Animations"
"'Expert PHP Developer', 'Expert Survey Researcher",$11,0,1,0,Design & Multimedia,"PHP5, MySQL Administration, Microsoft Excel, Search Engine Optimization (SEO), Search Engine Marketing (SEM), HTML, .NET for Web, Database Administration, Database Programming, Database design"
,$13,0,1,0,IT & Programming,"PHP5, HTML5, Search Engine Optimization (SEO), Android, AJAX, MySQL Administration, CSS, XHTML, HTML, API Development"
,,60,1,0,IT & Programming,"BASIC, CSS, CSS3, DHTML, HTML, Web Development, Adobe Photoshop, Adobe Photoshop CS6, Banner Ads, Cover Design"
Expert group of research & website develop,$4,0,1,0,IT & Programming,"Adobe Photoshop, Adobe Dreamweaver, PHP5, Search Engine Optimization (SEO), HTML, CSS, Javascript, HTML5, MySQL Administration, WordPress"
Front-end developer,$5,0,1,0,IT & Programming,"Adobe Photoshop, Adobe Dreamweaver, WordPress, HTML5, Web Services, Web Design, css3"
,$22,0,1,0,Admin Support,".NET Compact Framework, .NET for Web, A2Billing, ADO.NET Entity Framework, AJAX, API Development, ARM, ASP.NET MVC, AWK, Abstract Window Toolkit (AWT)"
"ETL, DW, BI and Analytics",$11,0,1,0,IT & Programming,"Oracle PL/SQL, MSSQL T-SQL, Microsoft SSRS, OLAP, Oracle Developer, Data Analytics and Warehouse, Agile/SCRUM, Java/JSP, PHP, MySQL Programming"
,,0,1,0,IT & Programming,"Network Design, Network Security, System Administration, Cisco Certified Network Associate (CCNA), Wireless Network Implementation, Microsoft Word, Microsoft Excel, PHP5, Microsoft Visual Studio, Microsoft SQL Server Programming"
Expert PHP Developer,$11,0,1,0,IT & Programming,"Twitter Bootstrap, yii1, yii2, zend1, zend2, codeigniter, cakePHP, symfony, php 5.3, jquary"
,$11,0,1,0,Design & Multimedia,"HTML5, CSS, Javascript, jQuery, MySQL Administration, PHP5, HTML, WordPress, Joomla!"
all around web solutions provider at efficient cos,$11,0,1,0,IT & Programming,"PHP5, HTML5, iOS Development, Android, Java, MySQL Administration, AJAX, .NET Framework, API Development, ASP"
"Website (html,php) and WordPress developer",$5,0,1,0,IT & Programming,"WordPress, PSD to Wordpress, Adobe Photoshop, Web Design, Google AdSense, Data scraping, Data Entry, Website Wireframing, PSD to HTML, MySQL Administration"
Applying Concept,$18,0,2,0,IT & Programming,"Object Oriented PHP, PHP, PHP5, iOS Development, Objective-C"
,$5,0,1,0,Design & Multimedia,"Adobe InDesign, Adobe Photoshop, Photography"
,$30,0,1,0,IT & Programming,"Android App Development, JDBC, Java, MySQL Programming, Python"
Good thinker and Quick learner...,$3,60,1,0,Writing & Translation,"English Grammar, Computer Skills, Microsoft Excel, Knowledge of Microsoft Office, Photography, iPhone App Development, Linux System Administration, Creative Writing, English Spelling, Web Services"
,$16,0,1,0,Sales & Marketing,"Social Media Marketing, Report Writing, Market Research, Event Planning, Sales Promotion, Proposal Writing, Case Studies, Case Analysis"
,$110,0,1,0,Writing & Translation,Computer Harware and Networking  Printer tonor refilling and bas
System Admin,$11,0,1,0,IT & Programming,"Windows Server 2000/2003/2008, Mac OSX, UNIX/Linux, PHP/Perl/Bash scripting, Apache/IIS, Asterisk VoIP, SMTP, POP3, IMAP, RADIUS"
,$3,0,1,0,Admin Support,"Desktop Applications, Desktop Support, HTML, Moodle, Keyboarding, Microsoft Office, PDF Conversion"
"Vicidial, Goautodial, WHM, CPANEL,Linux Specialist",$19,0,6,9,IT & Programming,"VOIP Administration, vicidial, Asterisk, whm, cpanel, wordpress, FreePBX, Linux System Administration, goautodial"
,$4,0,2,0,Writing & Translation,"Content Writing, Report Writing, Creative Writing, Article Writing, PHP, XML, business writing, css, html, C"
Computer Professional,,0,1,0,Admin Support,"Data Entry, Sencha Touch, Project Management, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, PHP5, HTML, Mobile Programming, Ext JS"
Data Entry,$3,0,1,0,Finance & Management,"Microsoft Word, Microsoft Excel"
expert in accounting and marketing.,$22,0,1,0,Admin Support,"Microsoft Office, sales and marketig, finance and management, accounting, writing and translation, tally"
"PHP,MYSQL,JAVASCRIPT,AJAX,XML,HTML,ANALYSIS",$15,36,1,0,IT & Programming,"PHP, PHP5, MySQL Administration, LAMP Administration"
Senior Web Designer / Developer,$12,60,4,1,IT & Programming,"WordPress, PHP5, Adobe Photoshop, CSS3, HTML5, jQuery, twitter bootstrap, Google Analytics, Responsive website, web design"
bsc in IT,$11,0,1,0,IT & Programming,"HTML5, PHP5, CSS, HTML, Core Java, J2EE, J2ME, J2SE, JDBC, JDBC Programming"
,$5,0,1,0,Admin Support,"Adobe Photoshop, HTML5, Microsoft Excel, Adobe Illustrator, Content Writing, Computer Skills, Online Writing, Email, General Office Skills, Phone Support"
Expert Android Apps Developer,$5,0,1,0,IT & Programming,"Android, ADK, Adobe Photoshop"
PHP and MySQL Developer,$11,0,1,0,IT & Programming,"WordPress, HTML, CSS, PHP5, Microsoft Excel, Computer Skills, English, PHP, mySQL"
"Expert in data entry, SQL programming, VB, VB.NET",$5,0,1,0,IT & Programming,"Visual Basic, SQL Programming, Microsoft Word, Microsoft Excel, VB.NET, Microsoft Dynamics ERP, Data Entry, Network Security"
,,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, Print Advertising, Adobe InDesign, Freehand, Design, Branding, Print, Graphic Design, Logo"
"Expert PHP Developer (Codeigniter), Basic CSS",$16,0,1,0,IT & Programming,"PHP, CodeIgniter, Javascript, AJAX, HTML, PHP5, CSS"
,$33,0,1,0,IT & Programming,"MATLAB, 3GSM, Amplifiers and Filters, CDMA, Digital Electronics, Digital Engineering, Digital Signal Processing, Electronic Design, Fiber Optics, Administrative Support"
expert php developer and android programmer,$5,0,1,0,IT & Programming,"HTML, C++, php, css, java, c, mysql, android, pyrocms, CodeIgniter"
,,0,1,0,IT & Programming,"JavaSE, J2EE Application Development, XML, HTML, CSS, jQuery, JavaScript, Swing, hibernate, wicket"
,,0,1,0,IT & Programming,"Java, Database, SQL Programming, WordPress"
,$7,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, 3D, 3D Design, 3D Modeling, 3D Rendering, 3d Animation, Maya, Adobe Freehand, Adobe Illustrator CS6"
"Databse Programmer, 'PHP Developer'",,0,1,0,IT & Programming,"Microsoft Excel, Database Programming, C++, Java, C, C#, PHP5, MySQL Administration"
i'm a web page designer,,60,1,0,IT & Programming,
graphic design,$11,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, Adobe Photoshop CS6"
,$11,0,1,0,IT & Programming,"WordPress, CSS, CSS3, HTML, Adobe Illustrator, Adobe Illustrator CS6, Adobe InDesign, Adobe InDesign CS6, Adobe Photoshop CS6, Brochure Design"
PHP | MySQL | AJAX | WordPress | JS | jQuery | CSS,,0,2,0,IT & Programming,"PHP, jQuery, Javascript, CodeIgniter, WordPress, JSON, Web Services, HTML, Linux System Administration, CSS"
Expert in Data Entry and Web Research,$3,0,1,0,IT & Programming,"Computer Skills, Microsoft Excel, Microsoft PowerPoint, Adobe Photoshop, Adobe InDesign, Web Design, Data Entry, Internet Research, Copy Editing, Web scraping"
Expert customer service/ virtual assiatant,$5,0,1,1,Admin Support,"customer service, Virtual Assistant, social media management, blog management"
